run_key,timestamp,source,puzzle_id,puzzle_file,title,model,experiment,thinking,include_narrative,include_sizes,image_source,renderer,error,skipped,parsed,parse_needed_repair,truncated,solved,cells,correct,cell_acc,shape_acc,color_acc,color_pairs,fg_recall,fg_truth,bg_fp,bg_fn,missing_cells,n_frames_expected,n_frames_returned,frames_exact,frames_with_correct_dims,positions_exact_match,order_preserved,missing_visible_frames,hallucinated_masked_frames,extra_frames,answered_all_masked,answered_extra_positions,latency_ms,content_chars,reasoning_chars
sub_103|qwen/qwen3.6-35b|nothink|narr|sizes|recon_solve,2026-08-17T10:31:01.545538,python-sweep,sub_103,narc_puzzle_sub_103_2026-08-17.json,🧩Six cakes01  03 masked,qwen/qwen3.6-35b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,6,3,50.0,50.0,100.0,2,100.0,2,3,0,0,1,1,0,1,,,,,,True,,281,37,0
sub_113|qwen/qwen3.6-35b|nothink|narr|sizes|blind_solve,2026-08-17T10:31:04.837839,python-sweep,sub_113,narc_puzzle_sub_113_2026-08-17.json,🧩Oil,qwen/qwen3.6-35b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,20,80.0,100.0,75.0,20,100.0,20,0,0,0,1,1,0,1,,,,,,True,,490,105,0
sub_113|qwen/qwen3.6-35b|nothink|narr|sizes|reconstruct,2026-08-17T10:31:08.334248,python-sweep,sub_113,narc_puzzle_sub_113_2026-08-17.json,🧩Oil,qwen/qwen3.6-35b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,75,75,100.0,100.0,100.0,65,100.0,65,0,0,0,3,3,3,3,True,True,,,,,,942,586,0
sub_113|qwen/qwen3.6-35b|nothink|narr|sizes|recon_solve,2026-08-17T10:31:12.287955,python-sweep,sub_113,narc_puzzle_sub_113_2026-08-17.json,🧩Oil,qwen/qwen3.6-35b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,20,80.0,100.0,75.0,20,100.0,20,0,0,0,1,1,0,1,,,,,,True,,476,81,0
Ballerina 4|google/gemma-4-31b|nothink|narr|sizes|blind_solve,2026-08-17T10:31:13.479373,python-sweep,Ballerina 4,narc_puzzle_Ballerina 4_2026-08-17.json,🧩Ballerina 4,google/gemma-4-31b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,23,92.0,92.0,100.0,4,66.67,6,0,2,0,1,1,0,1,,,,,,True,,620,105,0
Ballerina 4|google/gemma-4-31b|nothink|narr|sizes|reconstruct,2026-08-17T10:31:17.109672,python-sweep,Ballerina 4,narc_puzzle_Ballerina 4_2026-08-17.json,🧩Ballerina 4,google/gemma-4-31b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,100,94,94.0,94.0,100.0,18,78.26,23,1,5,0,4,4,1,4,True,True,,,,,,1818,776,0
Ballerina 4|google/gemma-4-31b|nothink|narr|sizes|recon_solve,2026-08-17T10:31:21.934082,python-sweep,Ballerina 4,narc_puzzle_Ballerina 4_2026-08-17.json,🧩Ballerina 4,google/gemma-4-31b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,22,88.0,88.0,100.0,3,50.0,6,0,3,0,1,1,0,1,,,,,,True,,478,81,0
CLCockatiels 3|google/gemma-4-31b|nothink|narr|sizes|blind_solve,2026-08-17T10:31:25.423938,python-sweep,CLCockatiels 3,narc_puzzle_CLCockatiels 3_2026-08-17.json,🧩Cockatiels 3,google/gemma-4-31b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,162,154,95.06,97.53,94.44,72,98.63,73,3,1,0,2,2,1,2,,,,,,True,,2225,549,0
CLCockatiels 3|google/gemma-4-31b|nothink|narr|sizes|reconstruct,2026-08-17T10:31:30.658498,python-sweep,CLCockatiels 3,narc_puzzle_CLCockatiels 3_2026-08-17.json,🧩Cockatiels 3,google/gemma-4-31b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,162,128,79.01,82.72,90.0,60,77.92,77,11,17,0,2,2,0,2,True,True,,,,,,2347,829,0
CLCockatiels 3|google/gemma-4-31b|nothink|narr|sizes|recon_solve,2026-08-17T10:31:36.013647,python-sweep,CLCockatiels 3,narc_puzzle_CLCockatiels 3_2026-08-17.json,🧩Cockatiels 3,google/gemma-4-31b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,162,132,81.48,87.04,85.0,60,82.19,73,8,13,0,2,2,0,2,,,,,,True,,1845,389,0
narc8|google/gemma-4-31b|nothink|narr|sizes|blind_solve,2026-08-17T10:31:40.869237,python-sweep,narc8,narc_puzzle_narc8_2026-08-17.json,🧩Energy,google/gemma-4-31b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,True,25,25,100.0,100.0,100.0,9,100.0,9,0,0,0,1,1,1,1,,,,,,True,,652,105,0
narc8|google/gemma-4-31b|nothink|narr|sizes|reconstruct,2026-08-17T10:31:44.531541,python-sweep,narc8,narc_puzzle_narc8_2026-08-17.json,🧩Energy,google/gemma-4-31b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,75,68,90.67,90.67,100.0,30,85.71,35,2,5,0,3,3,1,3,True,True,,,,,,1432,589,0
narc8|google/gemma-4-31b|nothink|narr|sizes|recon_solve,2026-08-17T10:31:48.977135,python-sweep,narc8,narc_puzzle_narc8_2026-08-17.json,🧩Energy,google/gemma-4-31b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,23,92.0,92.0,100.0,7,77.78,9,0,2,0,1,1,0,1,,,,,,True,,497,81,0
sub_006|google/gemma-4-31b|nothink|narr|sizes|blind_solve,2026-08-17T10:31:52.484332,python-sweep,sub_006,narc_puzzle_sub_006_2026-08-17.json,🧩Farm,google/gemma-4-31b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,17,68.0,100.0,38.46,13,100.0,13,0,0,0,1,1,0,1,,,,,,True,,695,105,0
sub_006|google/gemma-4-31b|nothink|narr|sizes|reconstruct,2026-08-17T10:31:56.189329,python-sweep,sub_006,narc_puzzle_sub_006_2026-08-17.json,🧩Farm,google/gemma-4-31b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,75,74,98.67,100.0,97.44,39,100.0,39,0,0,0,3,3,2,3,True,True,,,,,,1396,587,0
sub_006|google/gemma-4-31b|nothink|narr|sizes|recon_solve,2026-08-17T10:32:00.590733,python-sweep,sub_006,narc_puzzle_sub_006_2026-08-17.json,🧩Farm,google/gemma-4-31b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,17,68.0,100.0,38.46,13,100.0,13,0,0,0,1,1,0,1,,,,,,True,,834,81,0
sub_009|google/gemma-4-31b|nothink|narr|sizes|blind_solve,2026-08-17T10:32:04.433261,python-sweep,sub_009,narc_puzzle_sub_009_2026-08-17.json,🧩Cloudy,google/gemma-4-31b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,49,38,77.55,77.55,100.0,9,45.0,20,0,11,0,1,1,0,1,,,,,,True,,926,181,0
sub_009|google/gemma-4-31b|nothink|narr|sizes|reconstruct,2026-08-17T10:32:08.365707,python-sweep,sub_009,narc_puzzle_sub_009_2026-08-17.json,🧩Cloudy,google/gemma-4-31b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,147,103,70.07,70.75,95.0,20,38.46,52,11,32,0,3,3,0,0,True,True,,,,,,3283,1213,0
sub_009|google/gemma-4-31b|nothink|narr|sizes|recon_solve,2026-08-17T10:32:14.655903,python-sweep,sub_009,narc_puzzle_sub_009_2026-08-17.json,🧩Cloudy,google/gemma-4-31b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,49,37,75.51,75.51,100.0,9,45.0,20,1,11,0,1,1,0,1,,,,,,True,,683,133,0
sub_013|google/gemma-4-31b|nothink|narr|sizes|blind_solve,2026-08-17T10:32:18.350221,python-sweep,sub_013,narc_puzzle_sub_013_2026-08-17.json,🧩Jumpy,google/gemma-4-31b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,19,76.0,80.0,80.0,5,62.5,8,2,3,0,1,1,0,1,,,,,,True,,680,105,0
sub_013|google/gemma-4-31b|nothink|narr|sizes|reconstruct,2026-08-17T10:32:22.039059,python-sweep,sub_013,narc_puzzle_sub_013_2026-08-17.json,🧩Jumpy,google/gemma-4-31b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,75,63,84.0,86.67,88.89,18,72.0,25,3,7,0,3,3,0,0,True,True,,,,,,1593,663,0
sub_013|google/gemma-4-31b|nothink|narr|sizes|recon_solve,2026-08-17T10:32:26.643500,python-sweep,sub_013,narc_puzzle_sub_013_2026-08-17.json,🧩Jumpy,google/gemma-4-31b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,21,84.0,84.0,100.0,5,62.5,8,1,3,0,1,1,0,0,,,,,,True,,536,93,0
sub_022|google/gemma-4-31b|nothink|narr|sizes|blind_solve,2026-08-17T10:32:30.190903,python-sweep,sub_022,narc_puzzle_sub_022_2026-08-17.json,🧩Hunt,google/gemma-4-31b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,22,88.0,88.0,100.0,4,57.14,7,0,3,0,1,1,0,1,,,,,,True,,727,105,0
sub_022|google/gemma-4-31b|nothink|narr|sizes|reconstruct,2026-08-17T10:32:33.927913,python-sweep,sub_022,narc_puzzle_sub_022_2026-08-17.json,🧩Hunt,google/gemma-4-31b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,75,75,100.0,100.0,100.0,17,100.0,17,0,0,0,3,3,3,3,True,True,,,,,,1429,587,0
sub_022|google/gemma-4-31b|nothink|narr|sizes|recon_solve,2026-08-17T10:32:38.367151,python-sweep,sub_022,narc_puzzle_sub_022_2026-08-17.json,🧩Hunt,google/gemma-4-31b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,22,88.0,88.0,100.0,4,57.14,7,0,3,0,1,1,0,1,,,,,,True,,479,81,0
sub_025_tre_rev|google/gemma-4-31b|nothink|narr|sizes|blind_solve,2026-08-17T10:32:41.854903,python-sweep,sub_025_tre_rev,narc_puzzle_sub_025_tre_rev_2026-08-17.json,🧩Crop4,google/gemma-4-31b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,9,8,88.89,88.89,100.0,8,88.89,9,0,1,0,1,1,0,1,,,,,,True,,547,53,0
sub_025_tre_rev|google/gemma-4-31b|nothink|narr|sizes|reconstruct,2026-08-17T10:32:45.410029,python-sweep,sub_025_tre_rev,narc_puzzle_sub_025_tre_rev_2026-08-17.json,🧩Crop4,google/gemma-4-31b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,27,27,100.0,100.0,100.0,24,100.0,24,0,0,0,3,3,3,3,True,True,,,,,,913,384,0
sub_025_tre_rev|google/gemma-4-31b|nothink|narr|sizes|recon_solve,2026-08-17T10:32:49.330257,python-sweep,sub_025_tre_rev,narc_puzzle_sub_025_tre_rev_2026-08-17.json,🧩Crop4,google/gemma-4-31b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,9,7,77.78,77.78,100.0,7,77.78,9,0,2,0,1,1,0,1,,,,,,True,,339,45,0
sub_026|google/gemma-4-31b|nothink|narr|sizes|blind_solve,2026-08-17T10:32:52.679776,python-sweep,sub_026,narc_puzzle_sub_026_2026-08-17.json,🧩Pinky,google/gemma-4-31b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,20,80.0,100.0,80.0,25,100.0,25,0,0,0,1,1,0,1,,,,,,True,,705,105,0
sub_026|google/gemma-4-31b|nothink|narr|sizes|reconstruct,2026-08-17T10:32:56.391027,python-sweep,sub_026,narc_puzzle_sub_026_2026-08-17.json,🧩Pinky,google/gemma-4-31b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,75,67,89.33,92.0,96.23,53,96.36,55,4,2,0,3,3,0,0,True,True,,,,,,1637,633,0
sub_026|google/gemma-4-31b|nothink|narr|sizes|recon_solve,2026-08-17T10:33:01.038501,python-sweep,sub_026,narc_puzzle_sub_026_2026-08-17.json,🧩Pinky,google/gemma-4-31b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,23,92.0,92.0,100.0,23,92.0,25,0,2,0,1,1,0,0,,,,,,True,,503,91,0
sub_032|google/gemma-4-31b|nothink|narr|sizes|blind_solve,2026-08-17T10:33:04.547628,python-sweep,sub_032,narc_puzzle_sub_032_2026-08-17.json,🧩Play,google/gemma-4-31b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,15,60.0,60.0,100.0,7,46.67,15,2,8,0,1,1,0,1,,,,,,True,,707,105,0
sub_032|google/gemma-4-31b|nothink|narr|sizes|reconstruct,2026-08-17T10:33:08.263527,python-sweep,sub_032,narc_puzzle_sub_032_2026-08-17.json,🧩Play,google/gemma-4-31b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,75,57,76.0,76.0,100.0,26,60.47,43,1,17,0,3,3,0,0,True,True,,,,,,1768,737,0
sub_032|google/gemma-4-31b|nothink|narr|sizes|recon_solve,2026-08-17T10:33:13.040776,python-sweep,sub_032,narc_puzzle_sub_032_2026-08-17.json,🧩Play,google/gemma-4-31b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,18,72.0,76.0,88.89,9,60.0,15,0,6,0,1,1,0,0,,,,,,True,,542,105,0
sub_034_rev_rev|google/gemma-4-31b|nothink|narr|sizes|blind_solve,2026-08-17T10:33:16.590810,python-sweep,sub_034_rev_rev,narc_puzzle_sub_034_rev_rev_2026-08-17.json,🧩Pinky6,google/gemma-4-31b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,9,6,66.67,66.67,100.0,1,25.0,4,0,3,0,1,1,0,1,,,,,,True,,494,53,0
sub_034_rev_rev|google/gemma-4-31b|nothink|narr|sizes|reconstruct,2026-08-17T10:33:20.091554,python-sweep,sub_034_rev_rev,narc_puzzle_sub_034_rev_rev_2026-08-17.json,🧩Pinky6,google/gemma-4-31b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,27,27,100.0,100.0,100.0,24,100.0,24,0,0,0,3,3,3,3,True,True,,,,,,922,385,0
sub_034_rev_rev|google/gemma-4-31b|nothink|narr|sizes|recon_solve,2026-08-17T10:33:24.022260,python-sweep,sub_034_rev_rev,narc_puzzle_sub_034_rev_rev_2026-08-17.json,🧩Pinky6,google/gemma-4-31b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,9,6,66.67,66.67,100.0,2,50.0,4,1,2,0,1,1,0,1,,,,,,True,,356,45,0
sub_035|google/gemma-4-31b|nothink|narr|sizes|blind_solve,2026-08-17T10:33:27.387042,python-sweep,sub_035,narc_puzzle_sub_035_2026-08-17.json,🧩Foreign Exchange Model,google/gemma-4-31b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,289,232,80.28,80.28,,0,0.0,57,0,57,0,1,1,0,1,,,,,,True,,3515,921,0
sub_035|google/gemma-4-31b|nothink|narr|sizes|reconstruct,2026-08-17T10:33:33.916305,python-sweep,sub_035,narc_puzzle_sub_035_2026-08-17.json,🧩Foreign Exchange Model,google/gemma-4-31b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,578,134,23.18,77.34,71.43,7,6.14,114,24,107,378,2,2,0,0,True,True,,,,,,2731,973,0
sub_035|google/gemma-4-31b|nothink|narr|sizes|recon_solve,2026-08-17T10:33:39.657777,python-sweep,sub_035,narc_puzzle_sub_035_2026-08-17.json,🧩Foreign Exchange Model,google/gemma-4-31b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,289,216,74.74,75.09,0.0,1,1.75,57,16,56,0,1,1,0,1,,,,,,True,,2412,633,0
sub_041|google/gemma-4-31b|nothink|narr|sizes|blind_solve,2026-08-17T10:33:45.081180,python-sweep,sub_041,narc_puzzle_sub_041_2026-08-17.json,🧩Flame,google/gemma-4-31b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,19,76.0,76.0,,0,0.0,6,0,6,0,1,1,0,1,,,,,,True,,653,105,0
sub_041|google/gemma-4-31b|nothink|narr|sizes|reconstruct,2026-08-17T10:33:48.740696,python-sweep,sub_041,narc_puzzle_sub_041_2026-08-17.json,🧩Flame,google/gemma-4-31b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,100,90,90.0,97.0,80.56,36,92.31,39,0,3,0,4,4,2,4,True,True,,,,,,2251,770,0
sub_041|google/gemma-4-31b|nothink|narr|sizes|recon_solve,2026-08-17T10:33:53.998692,python-sweep,sub_041,narc_puzzle_sub_041_2026-08-17.json,🧩Flame,google/gemma-4-31b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,20,80.0,80.0,100.0,2,33.33,6,1,4,0,1,1,0,1,,,,,,True,,464,81,0
sub_044|google/gemma-4-31b|nothink|narr|sizes|blind_solve,2026-08-17T10:33:57.474513,python-sweep,sub_044,narc_puzzle_sub_044_2026-08-17.json,🧩Apple,google/gemma-4-31b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,21,84.0,92.0,71.43,7,77.78,9,0,2,0,1,1,0,1,,,,,,True,,684,105,0
sub_044|google/gemma-4-31b|nothink|narr|sizes|reconstruct,2026-08-17T10:34:01.169217,python-sweep,sub_044,narc_puzzle_sub_044_2026-08-17.json,🧩Apple,google/gemma-4-31b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,75,74,98.67,100.0,95.83,24,100.0,24,0,0,0,3,3,2,3,True,True,,,,,,1414,588,0
sub_044|google/gemma-4-31b|nothink|narr|sizes|recon_solve,2026-08-17T10:34:05.589606,python-sweep,sub_044,narc_puzzle_sub_044_2026-08-17.json,🧩Apple,google/gemma-4-31b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,22,88.0,88.0,100.0,7,77.78,9,1,2,0,1,1,0,1,,,,,,True,,420,81,0
sub_058|google/gemma-4-31b|nothink|narr|sizes|blind_solve,2026-08-17T10:34:09.020332,python-sweep,sub_058,narc_puzzle_sub_058_2026-08-17.json,🧩Pruning 04（4x4）04masked,google/gemma-4-31b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,16,14,87.5,87.5,100.0,6,100.0,6,2,0,0,1,1,0,1,,,,,,True,,587,76,0
sub_058|google/gemma-4-31b|nothink|narr|sizes|reconstruct,2026-08-17T10:34:12.613517,python-sweep,sub_058,narc_puzzle_sub_058_2026-08-17.json,🧩Pruning 04（4x4）04masked,google/gemma-4-31b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,48,47,97.92,97.92,100.0,25,100.0,25,1,0,0,3,3,2,3,True,True,,,,,,1352,495,0
sub_058|google/gemma-4-31b|nothink|narr|sizes|recon_solve,2026-08-17T10:34:16.973449,python-sweep,sub_058,narc_puzzle_sub_058_2026-08-17.json,🧩Pruning 04（4x4）04masked,google/gemma-4-31b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,16,14,87.5,87.5,100.0,4,66.67,6,0,2,0,1,1,0,1,,,,,,True,,384,61,0
sub_065|google/gemma-4-31b|nothink|narr|sizes|blind_solve,2026-08-17T10:34:20.368945,python-sweep,sub_065,narc_puzzle_sub_065_2026-08-17.json,🧩The Fountain Show 05 （3x4）01 masked,google/gemma-4-31b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,12,6,50.0,66.67,75.0,8,88.89,9,3,1,0,1,1,0,1,,,,,,True,,571,64,0
sub_065|google/gemma-4-31b|nothink|narr|sizes|reconstruct,2026-08-17T10:34:23.948938,python-sweep,sub_065,narc_puzzle_sub_065_2026-08-17.json,🧩The Fountain Show 05 （3x4）01 masked,google/gemma-4-31b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,24,24,100.0,100.0,100.0,18,100.0,18,0,0,0,2,2,2,2,True,True,,,,,,786,323,0
sub_065|google/gemma-4-31b|nothink|narr|sizes|recon_solve,2026-08-17T10:34:27.745543,python-sweep,sub_065,narc_puzzle_sub_065_2026-08-17.json,🧩The Fountain Show 05 （3x4）01 masked,google/gemma-4-31b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,12,6,50.0,50.0,100.0,3,33.33,9,0,6,0,1,1,0,1,,,,,,True,,510,53,0
sub_086|google/gemma-4-31b|nothink|narr|sizes|blind_solve,2026-08-17T10:34:31.266939,python-sweep,sub_086,narc_puzzle_sub_086_2026-08-17.json,🧩Penny's car 01 small ver.,google/gemma-4-31b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,10,8,80.0,100.0,80.0,10,100.0,10,0,0,0,1,1,0,1,,,,,,True,,549,70,0
sub_086|google/gemma-4-31b|nothink|narr|sizes|reconstruct,2026-08-17T10:34:34.823313,python-sweep,sub_086,narc_puzzle_sub_086_2026-08-17.json,🧩Penny's car 01 small ver.,google/gemma-4-31b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,20,20,100.0,100.0,100.0,20,100.0,20,0,0,0,2,2,2,2,True,True,,,,,,719,260,0
sub_086|google/gemma-4-31b|nothink|narr|sizes|recon_solve,2026-08-17T10:34:38.549716,python-sweep,sub_086,narc_puzzle_sub_086_2026-08-17.json,🧩Penny's car 01 small ver.,google/gemma-4-31b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,10,7,70.0,100.0,70.0,10,100.0,10,0,0,0,1,1,0,1,,,,,,True,,359,61,0
sub_088|google/gemma-4-31b|nothink|narr|sizes|blind_solve,2026-08-17T10:34:41.915815,python-sweep,sub_088,narc_puzzle_sub_088_2026-08-17.json,🧩Moka pot 01 small ver.,google/gemma-4-31b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,True,9,9,100.0,100.0,100.0,3,100.0,3,0,0,0,1,1,1,1,,,,,,True,,525,65,0
sub_088|google/gemma-4-31b|nothink|narr|sizes|reconstruct,2026-08-17T10:34:45.448765,python-sweep,sub_088,narc_puzzle_sub_088_2026-08-17.json,🧩Moka pot 01 small ver.,google/gemma-4-31b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,18,18,100.0,100.0,100.0,12,100.0,12,0,0,0,2,2,2,2,True,True,,,,,,843,407,0
sub_088|google/gemma-4-31b|nothink|narr|sizes|recon_solve,2026-08-17T10:34:49.299549,python-sweep,sub_088,narc_puzzle_sub_088_2026-08-17.json,🧩Moka pot 01 small ver.,google/gemma-4-31b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,9,3,33.33,33.33,100.0,3,100.0,3,6,0,0,1,1,0,1,,,,,,True,,371,57,0
sub_090|google/gemma-4-31b|nothink|narr|sizes|blind_solve,2026-08-17T10:34:52.676107,python-sweep,sub_090,narc_puzzle_sub_090_2026-08-17.json,🧩Carrot Patch 02 small ver.,google/gemma-4-31b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,12,11,91.67,91.67,100.0,6,85.71,7,0,1,0,1,1,0,1,,,,,,True,,542,60,0
sub_090|google/gemma-4-31b|nothink|narr|sizes|reconstruct,2026-08-17T10:34:56.222984,python-sweep,sub_090,narc_puzzle_sub_090_2026-08-17.json,🧩Carrot Patch 02 small ver.,google/gemma-4-31b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,36,30,83.33,83.33,100.0,24,80.0,30,0,6,6,3,3,0,0,True,True,,,,,,930,384,0
sub_090|google/gemma-4-31b|nothink|narr|sizes|recon_solve,2026-08-17T10:35:00.159563,python-sweep,sub_090,narc_puzzle_sub_090_2026-08-17.json,🧩Carrot Patch 02 small ver.,google/gemma-4-31b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,12,11,91.67,91.67,100.0,6,85.71,7,0,1,0,1,1,0,1,,,,,,True,,374,49,0
sub_095|google/gemma-4-31b|nothink|narr|sizes|blind_solve,2026-08-17T10:35:03.542298,python-sweep,sub_095,narc_puzzle_sub_095_2026-08-17.json,🧩Bubble Level 04（9x1）,google/gemma-4-31b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,True,9,9,100.0,100.0,100.0,1,100.0,1,0,0,0,1,1,1,1,,,,,,True,,484,49,0
sub_095|google/gemma-4-31b|nothink|narr|sizes|reconstruct,2026-08-17T10:35:07.032849,python-sweep,sub_095,narc_puzzle_sub_095_2026-08-17.json,🧩Bubble Level 04（9x1）,google/gemma-4-31b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,27,27,100.0,100.0,100.0,3,100.0,3,0,0,0,3,3,3,3,True,True,,,,,,913,290,0
sub_095|google/gemma-4-31b|nothink|narr|sizes|recon_solve,2026-08-17T10:35:10.951831,python-sweep,sub_095,narc_puzzle_sub_095_2026-08-17.json,🧩Bubble Level 04（9x1）,google/gemma-4-31b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,True,9,9,100.0,100.0,100.0,1,100.0,1,0,0,0,1,1,1,1,,,,,,True,,366,41,0
sub_096|google/gemma-4-31b|nothink|narr|sizes|blind_solve,2026-08-17T10:35:14.329214,python-sweep,sub_096,narc_puzzle_sub_096_2026-08-17.json,🧩Elevator 01,google/gemma-4-31b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,19,76.0,76.0,,0,0.0,3,3,3,0,1,1,0,1,,,,,,True,,700,105,0
sub_096|google/gemma-4-31b|nothink|narr|sizes|reconstruct,2026-08-17T10:35:18.039281,python-sweep,sub_096,narc_puzzle_sub_096_2026-08-17.json,🧩Elevator 01,google/gemma-4-31b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,100,97,97.0,97.0,100.0,9,81.82,11,1,2,0,4,4,3,4,True,True,,,,,,1804,776,0
sub_096|google/gemma-4-31b|nothink|narr|sizes|recon_solve,2026-08-17T10:35:22.851668,python-sweep,sub_096,narc_puzzle_sub_096_2026-08-17.json,🧩Elevator 01,google/gemma-4-31b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,False,25,23,92.0,92.0,100.0,2,66.67,3,1,1,0,1,1,0,1,,,,,,True,,481,81,0
sub_101|google/gemma-4-31b|nothink|narr|sizes|blind_solve,2026-08-17T10:35:26.346454,python-sweep,sub_101,narc_puzzle_sub_101_2026-08-17.json,"🧩Push-up 01 03,04masked",google/gemma-4-31b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,True,16,16,100.0,100.0,100.0,10,100.0,10,0,0,0,2,2,2,2,,,,,,True,,584,83,0
sub_101|google/gemma-4-31b|nothink|narr|sizes|reconstruct,2026-08-17T10:35:29.937539,python-sweep,sub_101,narc_puzzle_sub_101_2026-08-17.json,"🧩Push-up 01 03,04masked",google/gemma-4-31b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,16,16,100.0,100.0,100.0,10,100.0,10,0,0,0,2,2,2,2,True,True,,,,,,774,261,0
sub_101|google/gemma-4-31b|nothink|narr|sizes|recon_solve,2026-08-17T10:35:33.716299,python-sweep,sub_101,narc_puzzle_sub_101_2026-08-17.json,"🧩Push-up 01 03,04masked",google/gemma-4-31b,recon_solve,False,True,True,folder,python-v1,,False,True,False,False,True,16,16,100.0,100.0,100.0,10,100.0,10,0,0,0,2,2,2,2,,,,,,True,,404,69,0
sub_103|google/gemma-4-31b|nothink|narr|sizes|blind_solve,2026-08-17T10:35:37.133704,python-sweep,sub_103,narc_puzzle_sub_103_2026-08-17.json,🧩Six cakes01  03 masked,google/gemma-4-31b,blind_solve,False,True,True,folder,python-v1,,False,True,False,False,False,6,4,66.67,66.67,100.0,1,50.0,2,1,1,0,1,1,0,1,,,,,,True,,541,42,0
sub_103|google/gemma-4-31b|nothink|narr|sizes|reconstruct,2026-08-17T10:35:40.683031,python-sweep,sub_103,narc_puzzle_sub_103_2026-08-17.json,🧩Six cakes01  03 masked,google/gemma-4-31b,reconstruct,False,True,True,folder,python-v1,,False,True,False,False,,12,12,100.0,100.0,100.0,8,100.0,8,0,0,0,2,2,2,2,True,True,,,,,,652,238,0
